article_id,title,stored_score,score_band,category,config_name,config_label,repetition,parsed_score,response_provider,response_model,message_content_empty,fallback_source,raw_output,message_content,message_reasoning,choice_reasoning_content,response_id,finish_reason,latency_seconds,http_attempts,status,error,prompt_sha256,common_payload_sha256,request_payload_sha256,completed_at
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,A,生产基线,1,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786248536-QtE90nsssbSVwoGQhpsg,stop,3.6960284002125263,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,0e1a5cede62dcc0d4d820b760b740622b45343cae5c120b7bc651e89fcf2b378,2026-08-09T04:08:58.863758+00:00
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,A,生产基线,2,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786248639-ntvaxIj6AX4r1M5hKI6f,stop,3.283380299806595,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,0e1a5cede62dcc0d4d820b760b740622b45343cae5c120b7bc651e89fcf2b378,2026-08-09T04:10:41.143934+00:00
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,A,生产基线,3,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786248577-WTyw21ybW5OmarsPnVsF,stop,3.140582397580147,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,0e1a5cede62dcc0d4d820b760b740622b45343cae5c120b7bc651e89fcf2b378,2026-08-09T04:09:39.508412+00:00
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,A,生产基线,4,15,Alibaba,deepseek/deepseek-v4-flash,False,message.content,15,15,,,gen-1786248477-bNuWG4DzvrpaHaGoYCe5,stop,4.074582599103451,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,0e1a5cede62dcc0d4d820b760b740622b45343cae5c120b7bc651e89fcf2b378,2026-08-09T04:08:01.002839+00:00
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,A,生产基线,5,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786248682-o7CxfTV5fxhfkjyG62vS,stop,3.2022236995399,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,0e1a5cede62dcc0d4d820b760b740622b45343cae5c120b7bc651e89fcf2b378,2026-08-09T04:11:24.217883+00:00
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,B,固定 provider,1,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786248616-sNRRlWh0eHnWYMApGoAX,stop,2.4953433014452457,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,fe335177d49f10f5b3a4489c334d98e48eb6d24aca9975f46e0a4115ee8bb0c6,2026-08-09T04:10:17.952002+00:00
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,B,固定 provider,2,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786248599-9cRdC8hGds81Fv2mI9vf,stop,3.058634601533413,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,fe335177d49f10f5b3a4489c334d98e48eb6d24aca9975f46e0a4115ee8bb0c6,2026-08-09T04:10:01.380882+00:00
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,B,固定 provider,3,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786248587-Xy8TGt2q4UChARCXylQB,stop,2.7601519003510475,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,fe335177d49f10f5b3a4489c334d98e48eb6d24aca9975f46e0a4115ee8bb0c6,2026-08-09T04:09:49.094499+00:00
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,B,固定 provider,4,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786248642-iT0P7u9htLV8uwqiQjZk,stop,4.044220797717571,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,fe335177d49f10f5b3a4489c334d98e48eb6d24aca9975f46e0a4115ee8bb0c6,2026-08-09T04:10:45.189782+00:00
7575107124934689315,喝红酒能软化血管？冬季心血管疾病高发，这些说法不可信,20.0,1,internal_positive,B,固定 provider,5,0,Alibaba,deepseek/deepseek-v4-flash,False,message.content,0,0,,,gen-1786248516-WXKiXsbojtH4bupWYrKz,stop,3.498861201107502,1,ok,,0e1c7cbdec39b4c1ae7111a9c6c3674a0bf06b1192de76642de58019d3775c85,386a87aac1e437a735d95e0333807a56a8aedbedfb80148e9478d874865bc385,fe335177d49f10f5b3a4489c334d98e48eb6d24aca9975f46e0a4115ee8bb0c6,2026-08-09T04:08:38.741563+00:00
